Product;Price
ASUS TUF Gaming GeForce RTX 4070 12 GB GDDR6X DLSS3;855.97
Asus GeForce GTX 1650 Phoenix OC 4GB GDDR6;290.0
Zotac Gaming GeForce RTX 3070 Ti Trinity LHR 8GB GDDR6X;1026.37
Biostar AMD Radeon RX 550 4GB GDDR5;186.02
Dell Nvidia Quadro P400 2GB GDDR5 Perfil Bajo;394.72
Asus Rog Strix RTX 3070Ti OC 8GB GDDR6X;1046.78
Gigabyte Radeon RX 7900 XT GAMING OC 20GB GDDR6;1042.93
Gigabyte AORUS GeForce RTX 3080 XTREME 10GB GDDR6X;911.9
Sapphire PULSE AMD Radeon RX 6600 8GB GDDR6;278.99
Gigabyte AORUS GeForce RTX 4090 MASTER 24GB GDDR6X DLSS3;2599.69
Sapphire NITRO+ AMD Radeon RX 6950XT Gaming 16GB GDDR6;678.9
Palit GeForce RTX 3070 Ti GamingPro 8GB GDDR6X;614.99
ASUS ROG Strix Radeon RX 560 V2 4GB GDDR5;187.11
MSI GeForce RTX 3080 GAMING Z TRIO LHR 12GB GDDR6X;1409.9
PowerColor Red Devil AMD Radeon RX 6600XT 8GB GDDR6;682.71
Zotac Gaming GeForce RTX 4070Ti AMP EXTREME AIRO 12GB GDDR6X DLSS3;1194.06
XFX Speedster MERC319 AMD Radeon RX 6750XT Black Gaming 12GB GDDR6;739.99
ASUS TUF Gaming Radeon RX 7900 XTX OC Edition 24GB GDDR6;1290.34
PowerColor Hellhound Spectral RX 6650XT 8GB GDDR6;340.14
PNY GeForce RTX 2060 REVEL Dual Fan 12GB GDDR6;612.34
PowerColor HELLHOUND AMD Radeon RX 7900 XTX 24GB GDDR6;1098.99
Asus TUF Gaming GeForce GTX 1650 OC Edition 4 GB GDDR6;247.64
Gigabyte GeForce RTX 4060 Ti EAGLE OC 8GB GDDR6 DLSS3;465.9
Gigabyte AORUS GeForce RTX 3080 MASTER 10GB GDDR6X;1250.07
Gigabyte GeForce RTX 2060 D6 6GB GDDR6 Rev 2.0;454.35
PNY QUADRO T1000 8GB GDDR6;530.71
MSI GeForce RTX 4080 GAMING TRIO 16GB GDDR6X DLSS3;1549.9
Zotac Gaming Geforce RTX 3080 TRINITY OC LHR 10GB GDDR6X;934.0
MSI GeForce RTX 3090 SUPRIM X 24GB GDDR6X;2129.9
ASRock ARC A750 Challenger D OC 8GB GDDR6;275.49
Asus GeForce RTX 3060 Ti V2 Dual MINI LHR 8GB GDDR6;565.23
PNY GeForce GTX 1660 SUPER Single Fan 6GB GDDR6;327.76
Gigabyte GeForce RTX 4090 GAMING OC 24GB GDDR6X DLSS3;2364.92
PNY GeForce RTX 3060 XLR8 Gaming REVEL EPIC-X RGB Single Fan 12GB GDDR6;795.44
Zotac Gaming GeForce RTX 3080 Ti Trinity LHR 12GB GDDR6X;1083.0
XFX SPEEDSTER QICK319 AMD Radeon RX 6750XT 12GB GDDR6;499.0
Asus ROG Strix GeForce RTX 3080 10GB GDDR6;583.7
Sapphire Pulse AMD Radeon RX 7800 XT GAMING 16GB GDDR6;579.9
Gigabyte GeForce RTX 3060 Ti WINDFORCE OC LHR 8 GB GDDR6;460.22
ASUS Dual GeForce RTX 4070 White OC Edition 12GB GDDR6X DLSS3;659.0
Gigabyte Radeon RX 6500 XT Eagle 4GB GDDR6;308.17
ASUS Dual Radeon RX 6750XT OC Edition 12GB GDDR6;675.68
Gigabyte GeForce RTX 3070 GAMING OC LHR V2 8GB GDDR6;799.9
Withtech AMD Radeon RX 6600 8GB GDDR6;197.0
Zotac Gaming GeForce RTX 4060 SOLO 8GB GDDR6 DLSS3;367.98
ASUS Dual GeForce RTX 4070 White Edition 12GB GDDR6X;811.32
Inno3D GeForce GTX 1650 Twin X2 OC V3 4GB GDDR6;168.34
PowerColor Hellhound AMD Radeon RX 7700 XT 12GB GDDR6;599.91
ASUS ProArt GeForce RTX 4060 OC Edition 8GB GDDR6 DLSS3;410.87
AMD Radeon Pro WX 3200 4 GB GDDR5;234.58
Asus DUAL GeForce RTX 3060 Ti V2 MINI OC Edition LHR 8GB GDDR6;1206.23
MSI GeForce RTX 4060 Ti GAMING X SLIM 8GB GDDR6 DLSS3;552.12
PNY GeForce GTX 1650 Dual Fan 4GB GDDR6;178.94
MSI GeForce RTX 4090 SUPRIM LIQUID X 24GB GDDR6X DLSS3;2109.01
PNY Nvidia RTX A2000 12GB GDDR6 LP;773.66
Gigabyte GeForce GTX 1650 D6 Rev 2.0 4GB GDDR6;282.99
MSI GeForce RTX 4090 VENTUS 3X OC 24GB GDDR6X DLSS3;2547.13
PowerColor HELLHOUND AMD Radeon RX 6600 8GB GDDR6;283.14
MSI GeForce RTX 4090 VENTUS 3X E OC 24GB GDDR6 DLSS3;2372.14
XFX Speedster MERC 319 Radeon RX 7800 XT BLACK Edition 16GB GDDR6;693.93
Gigabyte AORUS GeForce RTX 4060 ELITE 8GB GDDR6 DLSS3;416.19
Gigabyte AORUS GeForce RTX 3080 MASTER 10G 3.0 10GB GDDR6X;1250.07
Zotac Gaming GeForce RTX 4090 TRINITY OC 24GB GDDR6X DLSS3;2578.19
Gigabyte GeForce GT 1030 Silent 2GB GDDR5 LP;120.74
MSI GeForce RTX 4060 Ti GAMING X 16GB GDDR6 DLSS3;559.0
Zotac GeForce RTX 4060 Ti AMP Spiderman Across the Spider-Verse Bundle 16GB GDDR6 DLSS3;560.37
AsRock Challenger Pro AMD Radeon RX 6750 XT OC 12GB GDDR6;552.99
XFX Speedster SWFT 210 AMD Radeon RX 6650 XT Core 8GB GDDR6;377.99
EVGA GeForce RTX 3080 Ti FTW3 ULTRA 12GB GDDR6X;704.3
HP Nvidia RTX A4500 20GB GDDR6;2084.87
Gigabyte GeForce RTX 4080 16GB GAMING 16GB GDDR6X;1659.98
MSI GeForce RTX 3080 GAMING Z TRIO LHR 10GB GDDR6;1137.9
EVGA GeForce RTX 3080 XC3 ULTRA GAMING 10GB GDDR6X;711.2
PNY GeForce RTX 4070 Ti XLR8 Gaming VERTO EPIC-X RGB Overclocked Triple Fan 12GB GDDR6X DLSS3;999.9
AMD Radeon Pro W6600 8GB GDDR6;328.24
PNY GeForce RTX 4060 Ti XLR8 Gaming VERTO EPIC-X RGB OC 16GB GDDR6 DLSS3;579.0
PowerColor ITX AMD Radeon RX 6500 XT 4GB GDDR6;244.64
Gigabyte GeForce RTX 3070 VISION OC V2 LHR 8GB GDDR6;1433.25
MSI GeForce RTX 4070 Ti VENTUS 3X E OC 12GB GDDR6 DLSS3;970.69
MSI AMD Radeon RX 6750XT MECH 2X OC 12GB GDDR6;473.99
ASUS TUF Gaming GeForce RTX 4080 OC 16GB GDDR6X DLSS3;1596.95
PowerColor Red Devil AMD Radeon RX 6750XT 12GB GDDR6;620.73
Gigabyte AORUS GeForce RTX 4060 Ti ELITE 8GB GDDR6 DLSS3;547.65
Gigabyte AMD Radeon RX 6700 XT EAGLE 12GB GDDR6;736.18
PNY GeForce RTX 2060 Single Fan 6GB GDDR6;422.08
Gigabyte GeForce RTX 4090 WINDFORCE V2 24GB GDDR6X;2525.59
Palit GeForce GT 1030 2GB GDDR4;119.03
Gigabyte AORUS GeForce RTX 3080 XTREME 10GB GDDR6 Rev 2.0;690.8
Biostar GeForce GTX 1050Ti Extreme Gaming 4GB GDDR5;228.87
MSI GeForce RTX 4060 VENTUS 2X BLACK OC 8GB GDDR6 DLSS3;334.9
PNY GeForce RTX 4070 XLR8 Gaming VERTO EPIC-X RGB Triple Fan 12GB GDDR6X DLSS 3;745.22
Zotac Gaming GeForce RTX 4060 Twin Edge 8GB GDDR6 DLSS3;349.9
Asus ROG Strix GeForce RTX 3070 V2 OC Edition LHR 8GB GDDR6;887.48
Gigabyte AORUS GeForce GTX 1650 D6 OC 4GB GDDR6 Rev 3.0;286.56
ASUS TUF Gaming GeForce RTX 3060 OC V2 12GB GDDR6;526.25
PNY GeForce RTX 4060 OC XLR8 VERTO DF White Edition 8GB GDDR6 DLSS3;377.27
Gigabyte Radeon RX 6400 EAGLE 4GB GDDR6;234.24
MSI GeForce RTX 3060 VENTUS 3X OC 12GB GDDR6;499.9
Asus ROG Strix LC GeForce RTX 3080 Ti 12GB GDDR6X;2098.5
Gigabyte GeForce RTX 4060 Ti Gaming OC 16GB GDDR6 DLSS3;529.0
PNY Nvidia RTX A2000 6GB GDDR6 Low Profile;562.03
Gigabyte GeForce RTX­­ 4060 Ti GAMING OC 8GB GDDR6 DLSS3;469.9
MSI GeForce RTX 3060 VENTUS 2X OC LHR 12GB GDDR6;342.99
MSI GeForce RTX 3070 Ti VENTUS 3X OC 8GB GDDR6X;1007.19
PNY GeForce RTX 4060 Ti VERTO Dual Fan Edition 16GB DLSS3;577.89
MSI GT 1030 2GHD4 LP OC 2GB DDR4;102.05
Sapphire Pulse AMD Radeon RX 7900 XT 20GB GDDR6;899.9
Gigabyte GeForce RTX 3060 Gaming OC 8 GB GDDR6;453.72
Gigabyte AORUS GeForce RTX 3080 Ti XTREME 12GB GDDR6X;1009.95
MSI GeForce GTX 1650 D6 VENTUS XS V1 4GB GDDR6;189.9
AsRock Challenger D Gaming AMD Radeon RX 6650 XT OC 8GB GDDR6;341.82
MSI GeForce RTX 4070 GAMING X SLIM 12GB GDDR6X DLSS 3;759.0
Gigabyte GeForce RTX 3050 GAMING OC 8GB GDDR6;446.45
MSI GeForce GT710 2GB DDR3 Low Profile;51.99
MSI AMD Radeon RX 6700 XT MECH 2X 12GB OC 12GB GDDR6;594.9
Sapphire Pulse AMD Radeon RX 7900 XTX 24GB GDDR6;1299.9
Zotac Gaming GeForce RTX 3050 ECO 8GB GDDR6;264.99
EVGA GeForce GTX 1660Ti XC Ultra Gaming Dual HDB 6GB GDDR6;309.2
Asrock Radeon RX 7800 XT Challenger OC 16GB GDDR6;594.36
Gainward Panther GeForce RTX 4080 16GB GDDR6X DLSS3;1604.99
Asus Rog Strix RTX 3070Ti 8GB GDDR6X;1464.0
Asus ROG Strix LC Radeon RX 6900 XT 16GB GDDR6;1598.23
MSI AMD Radeon RX 7900 XTX GAMING TRIO 24GB GDDR6;1299.9
Zotac Gaming GeForce RTX 4060 Ti Twin Edge OC Spiderman Edition 8GB GDDR6 DLSS3;473.82
Gigabyte AORUS GeForce RTX 3080 XTREME WaterForce WB V2 10GB GDDR6X;1315.24
Withtech AMD Radeon RX 580 8GB GDDR5;128.99
PowerColor HellHound AMD Radeon RX 6700 XT 12GB GDDR6;658.82
Sapphire Pulse AMD Radeon RX 7900 GRE Gaming OC BULK 16GB GDDR6;719.9
AsRock Challenger AMD Radeon RX 7700 XT OC 12GB GDDR6;506.43
Asus TUF GeForce RTX 3080 10GB GDDR6X;806.95
PNY GeForce RTX 4070 XLR8 Gaming VERTO EPIC-X RGB OC 12GB GDDR6 DLSS3;865.98
Gigabyte GeForce RTX 4090 AERO OC 24GB GDDR6X DLSS3;2442.0
AsRock Challenger D AMD Radeon RX 6600 8 GB GDDR6;250.43
ASUS ROG STRIX RTX 4090 OC White 24GB GDDR6X DLSS3;2789.19
Biostar Radeon RX 560 Gaming Dual Cooling 4GB GDDR5;149.89
PNY GeForce RTX 4070 VERTO Dual Fan 12GB GDDR6X DLSS3;699.0
Asus EKWB GeForce RTX 3090 24GB GDDR6X;1140.5
Gigabyte GeForce RTX 4070 Ti EAGLE OC 12GB GDDR6X DLSS3;1039.6
Asus TUF Gaming GeForce RTX 3070 Ti OC Edition 8GB GDDR6X;981.05
MSI GeForce RTX 4080 VENTUS 3X 16GB GDDR6X DLSS3;1175.9
Gigabyte GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X;899.01
Gigabyte GeForce RTX 3060 Ti VISION OC 8GB GDDR6 Rev 2.0;665.06
PNY GeForce RTX 4060 VERTO Dual Fan Edition 8GB GDDR6 DLSS3;329.89
Asus TUF Gaming GTX 1660TI EVO GAMING OC 6GB GDDR6;492.22
Gigabyte GeForce RTX 3080 Ti EAGLE 12GB GDDR6X;1668.8
AsRock AMD Radeon RX 6750 XT PHANTOM GAMING D OC 12GB GDDR6;541.64
MSI GeForce RTX 4070 Ti GAMING X TRIO 12GB GDDR6X DLSS3;1099.9
Gigabyte GeForce RTX 3070 Ti VISION OC 8GB GDDR6;1102.6
Asus GeForce GT 1030 Silent 2GB GDDR5;94.79
HP NVIDIA T1000 4MDP 4 GB GDDR6;534.11
Asus GeForce RTX 3070 Dual OC V2 LHR 8GB GDDR6;733.63
MSI AMD Radeon RX 6650 XT MECH 2X OC 8GB GDDR6;706.55
AsRock AMD Radeon RX 6700 XT Challenger D 12GB GDDR6;474.2
Gainward GeForce GTX 1660 Ti Ghost 6GB GDDR6;454.99
MSI GeForce RTX 4060 Gaming X NV Edition 8GB GDDR6 DLSS 3;399.91
Asus ROG Strix LC Radeon RX 6900 XT GAMING OC 16GB GDDR6;1452.54
MSI Radeon RX 6400 Aero ITX 4GB GDDR6;204.9
Gigabyte AORUS Radeon RX 6750 XT Elite 12GB GDDR6;605.99
EVGA GeForce RTX 3080 Ti FTW3 ULTRA HYBRID GAMING 12GB GDDR6X;843.8
PNY GeForce RTX 4070 Ti XLR8 Gaming Verto Triple Fan 12GB GDDR6X DLSS3;939.0
PowerColor Fighter AMD Radeon RX 7700 XT 12GB GDDR6;533.02
PNY Nvidia RTX A2000 12 GB GDDR6 Bulk;723.32
MSI GeForce RTX 4070 Ti GAMING X SLIM 12GB GDDR6X DLSS3;1019.0
Gigabyte GeForce GT 710 2 GB GDDR5;81.65
Gainward GeForce RTX 3060 PEGASUS 12GB GDDR6;539.45
Gigabyte GeForce RTX 4060 WINDFORCE OC 8GB GDDR6 DLSS3;339.9
ASUS Dual GeForce RTX 4060 Ti Advanced Edition 16GB GDDR6 DLSS 3;535.99
MSI AMD Radeon RX 6800 GAMING X TRIO 16GB GDDR6;759.9
ASUS ROG STRIX GeForce RTX 3080 OC GAMING LHR 12GB GDDR6X;1533.27
Sapphire PULSE AMD Radeon RX 6500 XT ITX PURE 4GB GDDR6;225.48
Inno3D iCHILL X3 GeForce RTX 4070 12GB GDDR6 DLSS 3;726.67
AMD Radeon Pro W5500 8GB GDDR6;440.89
ASUS TUF GeForce RTX 3080 OC GAMING LHR 12GB GDDR6X;1442.31
Asus ROG Strix GeForce RTX 3080 10G Gaming OC 10GB GDDR6X;957.2
MSI GT 1030 AERO ITX 2GD4 OC 2GB DDR4;115.72
ASUS Dual GeForce RTX 4070 12GB GDDR6X DLSS3;807.62
Inno3D GeForce RTX 3050 Twin X2 8 GB GDDR6;259.48
MSI GeForce RTX 3080 Ti VENTUS 3X OC 12GB GDDR6X;1624.9
Gigabyte GeForce GT 710 2GB GDDR5;80.33
Gigabyte GeForce GT 730 2 GB GDDR3;97.34
Gigabyte GeForce RTX 3090 Ti GAMING OC 24GB GDDR6X;2450.37
Intel Arc A750 8GB GDDR6;273.99
Asus ROG Strix LC GeForce RTX 3080 Ti OC Edition 12GB GDDR6X;2111.48
PNY GeForce RTX 4060 Ti XLR8 Gaming VERTO EPIC-X RGB Triple Fan 8GB GDDR6 DLSS3;514.1
Gigabyte AMD Radeon RX 7700 XT GAMING OC 12GB GDDR6;554.68
Zotac Gaming Geforce RTX 3060 Ti Twin Edge OC LHR 8GB GDDR6;790.79
Gigabyte AORUS GeForce RTX 4070 MASTER 12GB GDDR6X DLSS3;926.2
AMD Radeon Pro W5700 8GB GDDR6;332.96
PowerColor Hellhound AMD Radeon RX 7800 XT 16GB GDDR6;594.9
PNY QUADRO T1000 4GB GDDR6;462.14
MSI RTX 3080 Ti GAMING X TRIO 12GB GDDR6X;1689.9
AMD Radeon Pro W6800 32GB GDDR6;1700.87
Gigabyte GeForce RTX 3060 GAMING OC 12GB GDDR6 Rev 2.0;359.9
MSI GeForce RTX 4060 Ti VENTUS 3X OC 16GB GDDR6 DLSS3;538.99
Gigabyte AORUS Radeon RX 6800 XT MASTER 16GB GDDR6;1649.77
Asus ROG Strix GeForce RTX 3090 White 24GB GDDR6;2312.89
ASUS ROG Strix Radeon RX 6750XT OC Edition 12GB GDDR6;721.15
Biostar GeForce GT730 2GB DDR3 Low Profile;96.38
Palit GeForce GT 710 2GB GDDR3;67.32
PowerColor AMD Radeon RX 7900 XT 20GB GDDR6;1446.62
Gigabyte GeForce RTX 3060 EAGLE OC 12GB LHR GDDR6 Rev 2.0;662.37
Asus GeForce GT 1030 2GB GDDR5;114.78
MSI Geforce RTX 3080 SUPRIM X LHR 12GB GDDR6X;1434.9
Asus ROG Strix GeForce RTX 3080 V2 OC Edition LHR 10GB GDDR6X;1149.95
MSI GeForce RTX 3060 VENTUS 2X OC 8GB GDDR6;399.9
EVGA GeForce RTX 3070 FTW3 ULTRA GAMING 8GB GDDR6;519.55
Gigabyte AORUS Radeon RX 6700 XT ELITE 12GB GDDR6;635.35
Gigabyte Radeon RX 7900 XTX GAMING OC 24GB GDDR6;1159.9
ASUS TUF Gaming Radeon RX 7800 XT OC Edition 16GB GDDR6;659.0
Gainward GeForce RTX 3080 PHANTOM+ LHR 10GB GDDR6X;831.25
PowerColor Red Devil AMD Radeon RX 6900 XT 16GB GDDR6;592.4
Zotac GeForce GT730 Zone Edition 4GB GDDR3;118.0
MSI GeForce RTX 3090 GAMING X TRIO 24GB GDDR6X;2069.9
Gainward GeForce GT 1030 2GB GDDR4;95.22
ASUS GeForce GT730 2GB GDDR3;61.55
MSI GeForce RTX 4070 Ti VENTUS 2X OC 12GB GDDR6 DLSS3;952.85
Zotac GeForce GT 1030 2GB GDDR5;115.0
Gigabyte AORUS GeForce RTX 3070 Ti MASTER 8GB GDDR6;963.3
Sapphire Nitro+ VAPOR-X AMD Radeon RX 7900 XTX Gaming OC 24GB GDDR6;1319.0
MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6;559.0
Gigabyte GeForce RTX 4090 AORUS XTREME WATERFORCE 24GB GDDR6X DLSS3;2652.27
MSI GeForce RTX 4060 AERO ITX OC 8GB GDDR6 DLSS3;358.4
Gigabyte GeForce GT 710 2GB GDDR5 SL;62.42
Asus ROG Strix AMD Radeon RX 6600 XT OC Edition 8GB GDDR6;709.87
PowerColor AMD Radeon RX 6800XT Red Devil 16GB GDDR6;700.21
Zotac Gaming Geforce RTX 3080 TRINITY AMP HOLO LHR 10GB GDDR6X;1099.0
Gigabyte Radeon RX 5700 XT GAMING OC V2 8GB GDDR6;402.95
HP Nvidia RTX A5000 24GB GDDR6;3311.8
